Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Start_Year,Start_Month,Start_Day,Start_Hour,Start_Minute,Start_Second,End_Year,End_Month,End_Day,End_Hour,End_Minute,End_Second
1,37.252102,-121.677353,,,0.0,Las Animas Rd,San Jose,Santa Clara,CA,95135,US,US/Pacific,KRHV,2016-07-10 07:47:00,62.6,23.36869565217391,59.0,30.12,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,7,27,27,2016,7,10,12,39,0
1,37.769375,-122.405533,,,0.0,San Bruno Ave,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-07-10 07:56:00,60.1,23.36869565217391,72.0,30.09,10.0,West,17.3,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,7,27,27,2016,7,10,13,21,0
1,37.896225,-122.636688,,,0.0,Shoreline Hwy,Mill Valley,Marin,CA,94941,US,US/Pacific,KDVO,2016-07-10 12:55:00,78.8,23.36869565217391,36.0,30.07,10.0,West,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016,7,10,12,47,50,2016,7,10,13,54,0
2,38.664715,-121.355934,,,0.0,I-80 E,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2016-07-10 13:15:00,77.0,23.36869565217391,34.0,30.05,10.0,West,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,13,8,9,2016,7,10,14,8,9
2,37.838181,-122.296638,,,0.0,I-80 W,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2016-07-10 12:53:00,71.1,23.36869565217391,51.0,30.08,10.0,West,11.5,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,12,47,50,2016,7,10,14,2,0
2,37.631477,-122.084183,,,0.0,W Tennyson Rd,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2016-07-10 12:54:00,71.1,23.36869565217391,51.0,30.11,10.0,West,11.5,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,12,47,50,2016,7,10,14,17,0
2,37.866753,-122.303642,,,0.0,I-580 W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2016-07-10 12:53:00,71.1,23.36869565217391,51.0,30.08,10.0,West,11.5,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,12,47,50,2016,7,10,15,26,0
2,38.585968,-121.556419,,,0.0,I-80 W,West Sacramento,Yolo,CA,95605,US,US/Pacific,KSAC,2016-07-10 17:53:00,84.9,23.36869565217391,23.0,29.95,10.0,NNE,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,18,7,2,2016,7,10,18,37,2
2,37.828934,-122.29377,,,0.0,I-580 E,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2016-07-10 19:53:00,68.0,23.36869565217391,56.0,29.97,10.0,WSW,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,10,20,10,18,2016,7,10,20,40,18
2,37.353039,-122.107246,,,0.0,Junipero Serra Fwy N,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,2016-07-10 20:56:00,66.9,23.36869565217391,51.0,29.98,10.0,NNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,7,10,20,48,8,2016,7,10,21,18,8
1,37.790085,-121.289642,,,0.0,CA-120 W,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2016-07-10 20:55:00,75.0,23.36869565217391,40.0,29.92,10.0,WNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,7,10,20,33,27,2016,7,10,21,33,27
2,37.701363,-121.849533,,,0.0,Fallon Rd,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-07-10 20:53:00,70.0,23.36869565217391,47.0,29.95,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016,7,10,20,50,0,2016,7,10,21,20,0
2,37.627132,-122.430923,,,0.0,I-280 S,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2016-07-10 20:56:00,61.0,23.36869565217391,67.0,29.98,10.0,West,17.3,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016,7,10,21,15,27,2016,7,10,21,45,27
1,37.686726,-122.130112,,,0.0,Hesperian Blvd,San Lorenzo,Alameda,CA,94580,US,US/Pacific,KHWD,2016-07-10 20:54:00,64.0,23.36869565217391,63.0,30.0,10.0,West,8.1,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016,7,10,21,19,46,2016,7,10,21,49,46
1,38.451542,-122.670639,,,0.0,Cordelia Dr,Santa Rosa,Sonoma,CA,95405-5457,US,US/Pacific,KSTS,2016-07-10 22:53:00,64.9,23.36869565217391,56.0,29.94,10.0,North,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,10,22,50,37,2016,7,10,23,20,37
2,37.507908,-121.968262,,,0.0,I-880 N,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2016-07-11 06:47:00,57.2,23.36869565217391,82.0,29.97,10.0,Variable,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,11,0,13,19,2016,7,11,0,43,19
1,38.396603000000006,-122.694054,,,0.0,Hopi Trl,Santa Rosa,Sonoma,CA,95404-8735,US,US/Pacific,KSTS,2016-07-11 00:53:00,63.0,23.36869565217391,60.0,29.93,10.0,North,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,11,1,12,19,2016,7,11,2,12,19
1,37.460377,-122.140938,,,0.0,Bayshore Fwy S,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,2016-07-11 06:47:00,57.2,23.36869565217391,82.0,29.97,10.0,Variable,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,11,1,11,41,2016,7,11,2,11,41
1,37.801285,-122.424591,,,0.0,Van Ness Ave,San Francisco,San Francisco,CA,94109,US,US/Pacific,KOAK,2016-07-11 01:53:00,62.1,23.36869565217391,75.0,29.97,10.0,East,3.5,0.021145833333333332,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016,7,11,2,12,12,2016,7,11,3,12,12
1,37.602505,-122.379791,,,0.0,US-101 N,Millbrae,San Mateo,CA,94030,US,US/Pacific,KSFO,2016-07-11 01:56:00,57.9,23.36869565217391,75.0,29.97,10.0,WNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,11,2,11,34,2016,7,11,3,11,34
2,37.785709,-122.244514,,,0.0,Nimitz Fwy S,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,2016-07-11 01:53:00,62.1,23.36869565217391,75.0,29.97,10.0,East,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,11,2,10,5,2016,7,11,3,10,5
1,37.386364,-122.264389,,,0.0,Skyline Blvd,Redwood City,San Mateo,CA,94062-5708,US,US/Pacific,KSQL,2016-07-11 02:35:00,59.0,23.36869565217391,63.0,29.97,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,2016,7,11,2,43,11,2016,7,11,3,43,11
1,37.294685,-121.81015,,,0.0,Yerba Buena Rd,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2016-07-11 06:47:00,59.0,23.36869565217391,67.0,29.98,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016,7,11,2,49,53,2016,7,11,3,49,53
1,38.63903,-122.769447,,,0.0,Highway 128,Healdsburg,Sonoma,CA,95448,US,US/Pacific,KSTS,2016-07-11 03:53:00,55.0,23.36869565217391,77.0,29.92,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,7,11,3,51,34,2016,7,11,4,51,34
1,37.132393,-121.633835,,,0.0,S Valley Fwy N,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,2016-07-11 05:15:00,53.6,23.36869565217391,77.0,29.98,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016,7,11,5,6,40,2016,7,11,5,41,0
1,38.216373,-122.603455,,,0.0,Redwood Hwy S,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2016-07-11 06:15:00,51.8,23.36869565217391,94.0,29.97,10.0,NW,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,6,7,57,2016,7,11,6,46,0
1,38.353054,-122.331436,,,0.0,Saint Helena Hwy,Napa,Napa,CA,94558-1315,US,US/Pacific,KAPC,2016-07-11 08:54:00,66.0,23.36869565217391,60.0,29.94,10.0,SSW,8.1,0.021145833333333332,Clear,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,2016,7,11,8,46,35,2016,7,11,9,16,35
1,37.759052,-122.028397,,,0.0,Bellina Canyon Rd,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,2016-07-11 07:54:00,64.9,23.36869565217391,61.0,30.0,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,8,0,27,2016,7,11,9,19,23
2,37.320629,-121.995506,,,0.0,I-280 S,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,2016-07-11 08:53:00,68.0,23.36869565217391,50.0,29.97,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,8,42,3,2016,7,11,9,27,54
1,37.867481,-121.63839,,,0.0,Byron Hwy,Byron,Contra Costa,CA,94514-1509,US,US/Pacific,KLVK,2016-07-11 07:53:00,63.0,23.36869565217391,54.0,29.96,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,8,10,13,2016,7,11,9,27,47
2,37.74055900000001,-121.58578500000002,,,0.0,I-580 W,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2016-07-11 08:53:00,68.0,23.36869565217391,49.0,29.96,10.0,Variable,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,8,31,7,2016,7,11,9,17,29
1,36.98832700000001,-121.384308,,,0.0,Pacheco Pass Hwy,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,2016-07-11 08:30:00,60.8,23.36869565217391,63.0,29.99,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,8,29,23,2016,7,11,9,20,30
1,38.817383,-121.300316,,,0.0,W Sunset Blvd,Rocklin,Placer,CA,95765,US,US/Pacific,KLHM,2016-07-11 08:15:00,66.2,23.36869565217391,35.0,29.93,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,8,20,0,2016,7,11,9,20,0
1,37.281792,-121.808235,,,0.0,US-101 N,San Jose,Santa Clara,CA,95138,US,US/Pacific,KRHV,2016-07-11 09:47:00,73.4,23.36869565217391,44.0,29.98,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,28,48,2016,7,11,9,58,48
1,36.780392,-121.777779,,,0.0,Molera Rd,Castroville,Monterey,CA,95012,US,US/Pacific,KSNS,2016-07-11 08:53:00,59.0,23.36869565217391,78.0,30.01,7.0,NW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,12,46,2016,7,11,10,0,2
1,38.453529,-122.622757,,,0.0,Sonoma Hwy,Santa Rosa,Sonoma,CA,95409-5718,US,US/Pacific,KSTS,2016-07-11 09:53:00,73.0,23.36869565217391,46.0,29.92,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,47,43,2016,7,11,10,34,24
1,38.021603000000006,-122.539131,,,0.0,US-101 S,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2016-07-11 10:15:00,73.4,23.36869565217391,50.0,29.97,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,10,31,2016,7,11,10,40,31
1,37.656044,-122.406677,,,0.0,Bayshore Fwy S,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2016-07-11 09:56:00,64.0,23.36869565217391,65.0,29.98,10.0,WNW,16.1,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,57,32,2016,7,11,10,27,32
1,37.688808,-122.39070900000002,,,0.0,Bayshore Fwy S,Brisbane,San Mateo,CA,94005,US,US/Pacific,KSFO,2016-07-11 09:56:00,64.0,23.36869565217391,65.0,29.98,10.0,WNW,16.1,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,5,22,2016,7,11,10,35,22
1,37.59034000000001,-122.361519,,,0.0,US-101 N,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2016-07-11 09:56:00,64.0,23.36869565217391,65.0,29.98,10.0,WNW,16.1,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,56,39,2016,7,11,10,26,39
2,37.546719,-122.022758,,,0.0,Thornton Ave,Fremont,Alameda,CA,94536,US,US/Pacific,KPAO,2016-07-11 09:47:00,68.0,23.36869565217391,68.0,29.96,10.0,Variable,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,6,45,2016,7,11,10,36,45
1,37.303005,-121.816765,,,0.0,E Capitol Expy,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2016-07-11 09:47:00,73.4,23.36869565217391,44.0,29.98,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,43,17,2016,7,11,10,36,21
2,38.686363,-121.33287,,,0.0,I-80 W,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2016-07-11 10:15:00,73.4,23.36869565217391,38.0,29.94,10.0,WNW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,6,56,2016,7,11,10,36,56
2,38.788437,-121.222595,,,0.0,I-80 E,Rocklin,Placer,CA,95677,US,US/Pacific,KLHM,2016-07-11 09:35:00,71.6,23.36869565217391,33.0,29.93,10.0,NW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,9,35,13,2016,7,11,10,35,13
2,37.358383,-121.906975,,,0.0,I-880 N,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2016-07-11 10:53:00,78.1,23.36869565217391,39.0,29.95,10.0,Variable,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,27,0,2016,7,11,10,57,0
1,38.661823,-121.536583,,,0.0,CA-99 S,Sacramento,Sacramento,CA,95835,US,US/Pacific,KSMF,2016-07-11 09:53:00,73.9,23.36869565217391,41.0,29.92,10.0,NNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,16,51,2016,7,11,10,46,51
1,37.483288,-122.18074,,,0.0,Bayshore Fwy S,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,2016-07-11 10:47:00,73.4,23.36869565217391,61.0,29.96,10.0,North,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,44,42,2016,7,11,11,14,42
2,37.495384,-121.923294,,,0.0,I-680 S,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2016-07-11 10:56:00,75.0,23.36869565217391,46.0,29.97,10.0,North,8.1,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,27,52,2016,7,11,11,14,17
2,37.838181,-122.296638,,,0.0,I-80 W,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2016-07-11 10:53:00,69.1,23.36869565217391,57.0,29.97,10.0,WNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,10,55,47,2016,7,11,11,25,47
1,37.726044,-121.10331,,,0.0,CA-99 N,Salida,Stanislaus,CA,95368,US,US/Pacific,KMOD,2016-07-11 10:53:00,79.0,23.36869565217391,34.0,29.92,10.0,West,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,7,38,2016,7,11,11,37,38
1,37.722588,-121.100273,,,0.0,CA-99 N,Salida,Stanislaus,CA,95368,US,US/Pacific,KMOD,2016-07-11 10:53:00,79.0,23.36869565217391,34.0,29.92,10.0,West,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,2,42,2016,7,11,11,47,42
2,37.993298,-122.301949,,,0.0,I-80 E,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,2016-07-11 10:53:00,79.0,23.36869565217391,36.0,29.9,10.0,WNW,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,20,7,2016,7,11,11,50,7
1,37.386368,-122.040916,,,0.0,Central Expy,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,2016-07-11 11:56:00,77.0,23.36869565217391,52.0,29.96,10.0,North,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,27,22,2016,7,11,11,57,22
2,37.317062,-121.94059,,,0.0,I-880 S,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-07-11 11:53:00,79.0,23.36869565217391,38.0,29.94,10.0,WNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,25,24,2016,7,11,11,55,24
1,38.468472,-123.008751,,,0.0,Highway 116,Monte Rio,Sonoma,CA,95462-9751,US,US/Pacific,KSTS,2016-07-11 11:53:00,80.1,23.36869565217391,39.0,29.91,10.0,South,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,43,48,2016,7,11,12,29,29
1,36.963772,-121.98735,,,0.0,17th Ave,Santa Cruz,Santa Cruz,CA,95062-4930,US,US/Pacific,KWVI,2016-07-11 11:53:00,72.0,23.36869565217391,51.0,29.97,10.0,South,8.1,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day,2016,7,11,11,44,36,2016,7,11,12,14,36
1,37.303005,-121.816765,,,0.0,E Capitol Expy,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2016-07-11 11:49:00,80.6,23.36869565217391,34.0,29.96,10.0,WNW,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,33,50,2016,7,11,12,20,56
1,37.296665,-121.810623,,,0.0,US-101 N,San Jose,Santa Clara,CA,95121,US,US/Pacific,KRHV,2016-07-11 11:49:00,80.6,23.36869565217391,34.0,29.96,10.0,WNW,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,11,49,10,2016,7,11,12,19,10
1,37.967606,-122.519264,,,0.0,US-101 S,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,2016-07-11 12:15:00,78.8,23.36869565217391,44.0,29.95,10.0,Variable,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,12,22,21,2016,7,11,12,52,21
1,37.35236,-121.968605,,,0.0,San Tomas Expy,Santa Clara,Santa Clara,CA,95050,US,US/Pacific,KSJC,2016-07-11 11:53:00,79.0,23.36869565217391,38.0,29.94,10.0,WNW,8.1,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,7,11,12,4,56,2016,7,11,12,54,20
1,37.119289,-121.626114,,,0.0,Tennant Ave,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,2016-07-11 12:35:00,84.2,23.36869565217391,29.0,29.94,10.0,North,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,12,26,37,2016,7,11,12,56,37
1,36.744347,-121.691399,,,0.0,Espinosa Rd,Salinas,Monterey,CA,93907-8896,US,US/Pacific,KSNS,2016-07-11 12:53:00,66.9,23.36869565217391,59.0,29.99,10.0,West,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,12,52,50,2016,7,11,13,22,50
1,37.088932,-121.59922,,,0.0,S Valley Fwy N,San Martin,Santa Clara,CA,95046,US,US/Pacific,KE16,2016-07-11 12:55:00,84.2,23.36869565217391,29.0,29.93,10.0,NNW,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,12,52,1,2016,7,11,13,22,1
2,38.641293,-121.456917,,,0.0,I-80 E,Sacramento,Sacramento,CA,95838,US,US/Pacific,KMCC,2016-07-11 12:55:00,82.4,23.36869565217391,28.0,29.92,9.0,West,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,12,52,20,2016,7,11,13,22,20
1,38.505798,-121.242477,,,0.0,Sunrise Blvd,Elk Grove,Sacramento,CA,95624,US,US/Pacific,KSAC,2016-07-11 12:53:00,84.0,23.36869565217391,27.0,29.91,10.0,NW,6.9,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,7,11,13,1,36,2016,7,11,13,31,36
1,37.862591,-122.209557,,,0.0,CA-24 W,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,2016-07-11 13:53:00,89.1,23.36869565217391,20.0,29.86,10.0,NNW,13.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,13,34,32,2016,7,11,14,4,32
2,37.785339,-122.192429,,,0.0,I-580 W,Oakland,Alameda,CA,94619,US,US/Pacific,KOAK,2016-07-11 13:53:00,71.1,23.36869565217391,53.0,29.94,10.0,WNW,17.3,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,13,27,6,2016,7,11,14,12,6
1,37.695385,-122.073692,,,0.0,Redwood Rd,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2016-07-11 13:54:00,75.9,23.36869565217391,40.0,29.96,10.0,WNW,17.3,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,7,11,13,49,24,2016,7,11,14,19,24
2,37.500111,-121.928589,,,0.0,I-680 S,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2016-07-11 13:56:00,75.9,23.36869565217391,54.0,29.94,10.0,NNW,15.0,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,14,6,36,2016,7,11,14,36,36
1,37.590656,-122.242973,,,0.0,J Arthur Younger Fwy W,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,2016-07-11 13:50:00,78.8,23.36869565217391,42.0,29.94,10.0,NNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,14,17,39,2016,7,11,14,47,39
2,37.63975900000001,-121.884644,,,0.0,I-680 S,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-07-11 14:53:00,90.0,23.36869565217391,22.0,29.88,10.0,WNW,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,14,41,7,2016,7,11,15,11,7
1,39.364655,-121.607895,,,0.0,Stimpson Rd,Oroville,Butte,CA,95965-9651,US,US/Pacific,KOVE,2016-07-11 14:53:00,87.1,23.36869565217391,21.0,29.88,10.0,SSW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,7,11,14,43,57,2016,7,11,15,13,57
1,38.449287,-122.725983,,,0.0,Redwood Hwy S,Santa Rosa,Sonoma,CA,95401,US,US/Pacific,KSTS,2016-07-11 14:53:00,82.9,23.36869565217391,27.0,29.88,10.0,South,15.0,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,14,54,14,2016,7,11,15,24,14
1,38.578968,-121.415405,,,0.0,Howe Ave,Sacramento,Sacramento,CA,95825-4686,US,US/Pacific,KMCC,2016-07-11 14:55:00,87.8,23.36869565217391,19.0,29.88,10.0,West,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,7,11,14,55,49,2016,7,11,15,40,49
